位置 (x, y, z), 角度 (θ1, θ2, θ3, θ4)
151.67, 87.57, 217.63, 30.00, 25.05, -8.02, 8.00
1.47, 8.35, 321.34, 80.02, 72.89, 46.86, 8.00
186.54, 32.89, 153.35, 10.00, 0.00, 7.99, 8.00
186.54, 32.89, 153.35, 10.00, 5.04, -7.99, 8.00
75.76, -43.74, 313.21, -30.00, 59.99, 8.02, 8.00
75.76, -43.74, 313.21, -30.00, 65.05, -8.02, 8.00
112.58, 134.16, 217.63, 50.00, 20.00, 8.00, 8.00
112.58, 134.16, 217.63, 50.00, 25.05, -8.00, 8.00
138.45, 79.93, 246.94, 30.00, 30.01, 7.98, 8.00
138.45, 79.93, 246.94, 30.00, 35.04, -7.98, 8.00
129.97, -109.06, 187.99, -40.00, -0.89, 49.49, 8.00
129.97, -109.06, 187.99, -40.00, 29.32, -49.49, 8.00
151.22, 55.04, 237.58, 20.00, 21.64, 26.44, 8.00
151.22, 55.04, 237.58, 20.00, 38.19, -26.44, 8.00
6.49, 5.45, 321.34, 40.02, 72.89, 46.86, 8.00
24.29, -4.28, 332.99, -9.99, 80.00, 7.99, 8.00
24.29, -4.28, 332.99, -9.99, 85.05, -7.99, 8.00
123.27, -103.44, 237.58, -40.00, 21.63, 26.46, 8.00
123.27, -103.44, 237.58, -40.00, 38.19, -26.46, 8.00
101.17, 17.84, 282.62, 10.00, 36.67, 54.80, 8.00
101.17, 17.84, 282.62, 10.00, 69.85, -54.80, 8.00
89.80, -75.35, 261.92, -40.00, 25.97, 63.70, 8.00
89.80, -75.35, 261.92, -40.00, 63.88, -63.70, 8.00
0.00, 69.96, 278.29, 90.00, 39.06, 82.04, 8.00
0.00, 69.96, 278.29, 90.00, 85.56, -82.04, 8.00
117.22, 0.00, 261.92, 0.00, 25.97, 63.70, 8.00
117.22, 0.00, 261.92, 0.00, 63.89, -63.70, 8.00
125.96, 22.21, 239.01, 10.00, 15.19, 72.48, 8.00
125.96, 22.21, 239.01, 10.00, 57.44, -72.48, 8.00
69.87, 121.01, 273.15, 60.00, 40.00, 8.01, 8.00
69.87, 121.01, 273.15, 60.00, 45.05, -8.01, 8.00
23.73, 134.57, 189.42, 80.00, -6.67, 89.47, 8.00
23.73, 134.57, 189.42, 80.00, 42.69, -89.47, 8.00
99.90, -57.68, 295.47, -30.00, 50.00, 8.00, 8.00
99.90, -57.68, 295.47, -30.00, 55.05, -8.00, 8.00
32.89, 186.54, 153.35, 80.00, 0.00, 7.99, 8.00
32.89, 186.54, 153.35, 80.00, 5.04, -7.99, 8.00
26.09, 147.96, 260.49, 80.00, 34.73, 8.93, 8.00
26.09, 147.96, 260.49, 80.00, 40.37, -8.93, 8.00
11.14, -63.18, 314.99, -80.00, 57.95, 36.67, 8.00
11.14, -63.18, 314.99, -80.00, 80.70, -36.67, 8.00
-0.00, -47.45, 317.93, -90.00, 61.81, 41.65, 8.00
-0.00, -47.45, 317.93, -90.00, 87.50, -41.65, 8.00
57.68, 99.90, 295.47, 60.00, 50.00, 8.00, 8.00
57.68, 99.90, 295.47, 60.00, 55.05, -8.00, 8.00
67.22, -116.43, 214.60, -60.00, 4.32, 81.08, 8.00
67.22, -116.43, 214.60, -60.00, 50.42, -81.08, 8.00
43.75, 120.19, 239.01, 70.00, 15.19, 72.47, 8.00
43.75, 120.19, 239.01, 70.00, 57.44, -72.47, 8.00
35.72, -20.62, 325.67, -30.00, 68.56, 27.46, 8.00
35.72, -20.62, 325.67, -30.00, 85.73, -27.46, 8.00
23.18, 8.44, 332.99, 20.01, 80.00, 7.98, 8.00
23.18, 8.44, 332.99, 20.01, 85.04, -7.98, 8.00
23.93, -65.74, 278.29, -70.00, 39.06, 82.04, 8.00
23.93, -65.74, 278.29, -70.00, 85.56, -82.04, 8.00
157.37, 57.28, 213.17, 20.00, 10.20, 38.59, 8.00
157.37, 57.28, 213.17, 20.00, 34.09, -38.59, 8.00
20.17, -24.04, 310.66, -50.00, 61.43, 59.46, 8.00
26.51, -31.59, 325.67, -50.00, 68.56, 27.46, 8.00
26.51, -31.59, 325.67, -50.00, 85.73, -27.46, 8.00
107.64, 128.29, 213.17, 50.00, 10.20, 38.60, 8.00
107.64, 128.29, 213.17, 50.00, 34.10, -38.60, 8.00
164.57, 59.90, 217.63, 20.00, 19.99, 8.05, 8.00
164.57, 59.90, 217.63, 20.00, 25.06, -8.05, 8.00
121.75, -145.10, 153.35, -50.00, -0.01, 8.04, 8.00
121.75, -145.10, 153.35, -50.00, 5.06, -8.04, 8.00
150.22, 54.68, 246.94, 20.00, 30.00, 8.01, 8.00
150.22, 54.68, 246.94, 20.00, 35.05, -8.01, 8.00
158.48, 27.94, 237.58, 10.00, 21.64, 26.45, 8.00
158.48, 27.94, 237.58, 10.00, 38.19, -26.45, 8.00
86.15, -15.19, 313.21, -10.00, 59.99, 8.03, 8.00
86.15, -15.19, 313.21, -10.00, 65.06, -8.03, 8.00
-0.00, -128.15, 284.73, -90.00, 44.94, 8.03, 8.00
-0.00, -128.15, 284.73, -90.00, 50.01, -8.03, 8.00
0.00, -185.09, 186.12, -90.00, 10.01, 7.97, 8.00
0.00, -185.09, 186.12, -90.00, 15.04, -7.97, 8.00
44.97, -53.59, 278.29, -50.00, 39.06, 82.04, 8.00
44.97, -53.59, 278.29, -50.00, 85.56, -82.04, 8.00
128.41, 46.74, 189.42, 20.00, -6.67, 89.46, 8.00
128.41, 46.74, 189.42, 20.00, 42.69, -89.46, 8.00
65.00, -54.54, 300.49, -40.00, 47.33, 45.79, 8.00
65.00, -54.54, 300.49, -40.00, 75.43, -45.79, 8.00
159.86, 0.00, 246.94, 0.00, 29.99, 8.03, 8.00
159.86, 0.00, 246.94, 0.00, 35.06, -8.03, 8.00
96.57, 115.09, 260.49, 50.00, 34.72, 8.97, 8.00
96.57, 115.09, 260.49, 50.00, 40.38, -8.97, 8.00
89.80, 75.35, 261.92, 40.00, 25.97, 63.70, 8.00
89.80, 75.35, 261.92, 40.00, 63.88, -63.70, 8.00
86.42, -102.99, 214.60, -50.00, 4.32, 81.08, 8.00
86.42, -102.99, 214.60, -50.00, 50.42, -81.08, 8.00
34.98, 60.59, 278.29, 60.00, 39.06, 82.04, 8.00
34.98, 60.59, 278.29, 60.00, 85.55, -82.04, 8.00
12.15, -68.90, 278.29, -80.00, 39.06, 82.04, 8.00
12.15, -68.90, 278.29, -80.00, 85.55, -82.04, 8.00
84.83, 146.94, 187.99, 60.00, -0.89, 49.48, 8.00
84.83, 146.94, 187.99, 60.00, 29.32, -49.48, 8.00
102.99, 86.42, 214.60, 40.00, 4.32, 81.08, 8.00
102.99, 86.42, 214.60, 40.00, 50.42, -81.08, 8.00
74.15, 88.37, 295.47, 50.00, 50.00, 7.99, 8.00
74.15, 88.37, 295.47, 50.00, 55.04, -7.99, 8.00
66.03, 78.69, 282.62, 50.00, 36.67, 54.80, 8.00
66.03, 78.69, 282.62, 50.00, 69.85, -54.80, 8.00
86.42, 102.99, 214.60, 50.00, 4.32, 81.08, 8.00
86.42, 102.99, 214.60, 50.00, 50.42, -81.08, 8.00
14.11, -38.76, 325.67, -70.00, 68.55, 27.45, 8.00
14.11, -38.76, 325.67, -70.00, 85.72, -27.45, 8.00
27.18, -15.69, 310.66, -30.00, 61.43, 59.45, 8.00
125.96, -22.21, 239.01, -10.00, 15.19, 72.48, 8.00
125.96, -22.21, 239.01, -10.00, 57.44, -72.48, 8.00
23.35, -132.40, 214.60, -80.00, 4.32, 81.08, 8.00
23.35, -132.40, 214.60, -80.00, 50.42, -81.08, 8.00
-0.00, 47.45, 317.93, 90.00, 61.81, 41.65, 8.00
-0.00, 47.45, 317.93, 90.00, 87.50, -41.65, 8.00
27.76, -157.44, 246.94, -80.00, 30.01, 7.96, 8.00
27.76, -157.44, 246.94, -80.00, 35.03, -7.96, 8.00
0.00, 134.45, 214.60, 90.00, 4.32, 81.07, 8.00
0.00, 134.45, 214.60, 90.00, 50.42, -81.07, 8.00
9.89, 56.07, 325.85, 80.00, 70.00, 7.99, 8.00
9.89, 56.07, 325.85, 80.00, 75.05, -7.99, 8.00
150.22, -54.68, 246.94, -20.00, 30.00, 8.01, 8.00
150.22, -54.68, 246.94, -20.00, 35.05, -8.01, 8.00
102.73, 0.00, 282.62, 0.00, 36.67, 54.80, 8.00
102.73, 0.00, 282.62, 0.00, 69.85, -54.80, 8.00
-0.00, 128.15, 284.73, 90.00, 44.94, 8.03, 8.00
-0.00, 128.15, 284.73, 90.00, 50.01, -8.03, 8.00
0.00, -87.48, 313.21, -90.00, 59.99, 8.02, 8.00
0.00, -87.48, 313.21, -90.00, 65.05, -8.02, 8.00
9.05, -51.30, 296.16, -80.00, 50.19, 71.06, 8.00
54.54, 65.00, 300.49, 50.00, 47.33, 45.79, 8.00
54.54, 65.00, 300.49, 50.00, 75.43, -45.79, 8.00
-0.00, -100.88, 251.61, -90.00, 22.51, 86.17, 8.00
-0.00, -100.88, 251.61, -90.00, 70.65, -86.17, 8.00
0.00, 185.09, 186.12, 90.00, 10.01, 7.97, 8.00
0.00, 185.09, 186.12, 90.00, 15.04, -7.97, 8.00
23.93, 65.74, 278.29, 70.00, 39.06, 82.04, 8.00
23.93, 65.74, 278.29, 70.00, 85.56, -82.04, 8.00
120.19, -43.75, 239.01, -20.00, 15.19, 72.47, 8.00
120.19, -43.75, 239.01, -20.00, 57.44, -72.47, 8.00
32.07, -55.56, 314.99, -60.01, 57.95, 36.67, 8.00
32.07, -55.56, 314.99, -60.01, 80.70, -36.67, 8.00
118.97, 141.79, 186.12, 50.00, 10.01, 7.98, 8.00
118.97, 141.79, 186.12, 50.00, 15.04, -7.98, 8.00
63.18, 11.14, 314.99, 10.00, 57.95, 36.67, 8.00
63.18, 11.14, 314.99, 10.00, 80.70, -36.67, 8.00
96.53, -35.13, 282.62, -20.00, 36.67, 54.80, 8.00
96.53, -35.13, 282.62, -20.00, 69.85, -54.80, 8.00
0.00, 115.36, 295.47, 90.00, 50.01, 7.97, 8.00
0.00, 115.36, 295.47, 90.00, 55.04, -7.97, 8.00
134.57, 23.73, 189.42, 10.00, -6.67, 89.47, 8.00
134.57, 23.73, 189.42, 10.00, 42.69, -89.47, 8.00
107.64, 128.29, 162.81, 50.00, -11.85, 59.74, 8.00
107.64, 128.29, 162.81, 50.00, 23.99, -59.74, 8.00
-0.00, -162.81, 167.47, -90.00, -11.52, 65.33, 8.00
-0.00, -162.81, 167.47, -90.00, 27.23, -65.33, 8.00
160.92, 0.00, 237.58, 0.00, 21.63, 26.46, 8.00
160.92, 0.00, 237.58, 0.00, 38.19, -26.46, 8.00
53.59, -44.97, 278.29, -40.00, 39.06, 82.04, 8.00
53.59, -44.97, 278.29, -40.00, 85.56, -82.04, 8.00
141.18, -51.39, 260.49, -20.00, 34.73, 8.94, 8.00
141.18, -51.39, 260.49, -20.00, 40.37, -8.94, 8.00
104.68, 87.84, 189.42, 40.00, -6.67, 89.46, 8.00
104.68, 87.84, 189.42, 40.00, 42.69, -89.46, 8.00
141.18, 51.39, 260.49, 20.00, 34.73, 8.94, 8.00
141.18, 51.39, 260.49, 20.00, 40.37, -8.94, 8.00
147.96, 26.09, 260.49, 10.00, 34.73, 8.93, 8.00
147.96, 26.09, 260.49, 10.00, 40.37, -8.93, 8.00
182.28, -32.14, 186.12, -10.00, 10.01, 7.96, 8.00
182.28, -32.14, 186.12, -10.00, 15.04, -7.96, 8.00
0.00, 64.15, 314.99, 90.00, 57.95, 36.67, 8.00
0.00, 64.15, 314.99, 90.00, 80.70, -36.67, 8.00
101.17, -17.84, 282.62, -10.00, 36.67, 54.80, 8.00
101.17, -17.84, 282.62, -10.00, 69.85, -54.80, 8.00
0.00, 136.65, 189.42, 90.00, -6.67, 89.46, 8.00
0.00, 136.65, 189.42, 90.00, 42.69, -89.46, 8.00
44.97, 53.59, 278.29, 50.00, 39.06, 82.04, 8.00
44.97, 53.59, 278.29, 50.00, 85.56, -82.04, 8.00
49.14, 41.23, 314.99, 40.00, 57.95, 36.68, 8.00
49.14, 41.23, 314.99, 40.00, 80.70, -36.68, 8.00
82.20, -29.92, 313.21, -20.00, 59.99, 8.04, 8.00
82.20, -29.92, 313.21, -20.00, 65.06, -8.04, 8.00
102.99, -86.42, 214.60, -40.00, 4.32, 81.08, 8.00
102.99, -86.42, 214.60, -40.00, 50.42, -81.08, 8.00
177.99, 64.78, 153.35, 20.00, -0.01, 8.04, 8.00
177.99, 64.78, 153.35, 20.00, 5.06, -8.04, 8.00
60.28, 21.94, 314.99, 20.00, 57.95, 36.68, 8.00
60.28, 21.94, 314.99, 20.00, 80.70, -36.68, 8.00
57.68, -99.90, 295.47, -60.00, 50.00, 8.00, 8.00
57.68, -99.90, 295.47, -60.00, 55.05, -8.00, 8.00
137.61, 24.26, 273.15, 10.00, 39.99, 8.02, 8.00
137.61, 24.26, 273.15, 10.00, 45.05, -8.02, 8.00
-0.00, -23.04, 311.39, -90.00, 64.03, 60.35, 8.00
11.14, 63.18, 314.99, 80.00, 57.95, 36.67, 8.00
11.14, 63.18, 314.99, 80.00, 80.70, -36.67, 8.00
45.11, 26.04, 296.16, 30.00, 50.20, 71.06, 8.00
0.00, -16.83, 332.21, -90.00, 79.18, 18.07, 8.00
1.47, -8.35, 321.34, -80.02, 72.89, 46.86, 8.00
56.07, 9.89, 325.85, 10.00, 70.00, 7.99, 8.00
56.07, 9.89, 325.85, 10.00, 75.05, -7.99, 8.00
83.73, -145.03, 213.17, -60.00, 10.20, 38.60, 8.00
83.73, -145.03, 213.17, -60.00, 34.10, -38.60, 8.00
-0.00, -15.94, 327.89, -90.00, 74.99, 32.18, 8.00
164.04, 94.71, 153.35, 30.00, 0.01, 7.98, 8.00
164.04, 94.71, 153.35, 30.00, 5.04, -7.98, 8.00
8.35, -1.47, 321.34, -9.98, 72.89, 46.86, 8.00
0.00, -117.22, 261.92, -90.00, 25.97, 63.70, 8.00
0.00, -117.22, 261.92, -90.00, 63.89, -63.70, 8.00
159.44, -58.03, 187.99, -20.00, -0.89, 49.47, 8.00
159.44, -58.03, 187.99, -20.00, 29.32, -49.47, 8.00
29.49, -10.73, 310.66, -19.99, 61.43, 59.46, 8.00
107.64, -128.29, 213.17, -50.00, 10.20, 38.60, 8.00
107.64, -128.29, 213.17, -50.00, 34.10, -38.60, 8.00
12.33, 21.36, 332.99, 60.00, 80.00, 7.99, 8.00
12.33, 21.36, 332.99, 60.00, 85.05, -7.99, 8.00
20.03, 113.61, 295.47, 80.00, 50.01, 7.96, 8.00
20.03, 113.61, 295.47, 80.00, 55.04, -7.96, 8.00
8.41, -14.57, 332.21, -60.01, 79.18, 18.07, 8.00
104.68, -87.84, 189.42, -40.00, -6.67, 89.46, 8.00
104.68, -87.84, 189.42, -40.00, 42.69, -89.46, 8.00
